from_stop_id,to_stop_id,transfer_type,min_transfer_time
7401392,7401392,3,
7401394,7401394,2,
7401395,7401395,2,300
7401396,7401396,2,
7401397,7401397,3,
7401398,7401398,2,300
7401399,7401399,2,
7401400,7401400,3,
7401402,7401402,3,
7401403,7401403,3,
7401404,7401404,3,
7401405,7401405,2,300
7401406,7401406,3,
7401408,7401408,3,
7401410,7401410,3,
7401411,7401411,2,
7401413,7401413,3,
7401414,7401414,3,
7401415,7401415,3,
7401417,7401417,3,
7401419,7401419,3,
7401420,7401420,3,
7401422,7401422,3,
7401423,7401423,3,
7401424,7401424,3,
7401425,7401425,3,
7401426,7401426,3,
7401428,7401428,2,
7401429,7401429,3,
7401432,7401432,2,
7401433,7401433,3,
7401436,7401436,3,
7401437,7401437,3,
7401440,7401440,3,
7401441,7401441,3,
7401443,7401443,3,
7401444,7401444,2,300
7401446,7401446,3,
7401447,7401447,3,
7401448,7401448,2,300
7401449,7401449,2,300
7401450,7401450,3,
7401451,7401451,3,
7401452,7401452,3,
7401453,7401453,3,
7401455,7401455,3,
7401456,7401456,3,
7401457,7401457,3,
7401459,7401459,3,
7401460,7401460,2,
7401462,7401462,3,
7401463,7401463,3,
7401465,7401465,2,300
7401466,7401466,2,300
7401467,7401467,3,
7401468,7401468,2,300
7401469,7401469,2,300
7401470,7401470,3,
7401471,7401471,2,
7401472,7401472,2,180
7401473,7401473,3,
7401474,7401474,3,
7401475,7401475,2,
7401477,7401477,3,
7401478,7401478,3,
7401479,7401479,3,
7401481,7401481,2,
7401482,7401482,2,
7401484,7401484,2,
7401485,7401485,2,
7401486,7401486,2,600
7401487,7401487,3,
7401489,7401489,3,
7401490,7401490,3,
7401492,7401492,3,
7401493,7401493,3,
7401494,7401494,2,600
7401495,7401495,3,
7401496,7401496,2,300
7401497,7401497,3,
7401498,7401498,2,
7401499,7401499,3,
7401500,7401500,2,300
7401501,7401501,2,300
7401502,7401502,3,
7401503,7401503,3,
7401504,7401504,2,300
7401505,7401505,2,300
7401506,7401506,3,
7401507,7401507,2,300
7401508,7401508,3,
7401509,7401509,3,
7401510,7401510,3,
7401511,7401511,2,
7401512,7401512,2,
7401514,7401514,3,
7401515,7401515,2,180
7401516,7401516,3,
7401517,7401517,3,
7401518,7401518,3,
7401519,7401519,3,
7401520,7401520,3,
7401522,7401522,3,
7401524,7401524,2,300
7401525,7401525,3,
7401527,7401527,3,
7401528,7401528,3,
7401532,7401532,3,
7401533,7401533,3,
7401537,7401537,2,300
7401539,7401539,3,
7401541,7401541,2,300
7401542,7401542,2,600
7401543,7401543,2,180
7401544,7401544,2,300
7401545,7401545,2,300
7401546,7401546,2,300
7401547,7401547,3,
7401548,7401548,3,
7401549,7401549,3,
7401552,7401552,2,1200
7401553,7401553,3,
7401554,7401554,2,600
7401555,7401555,2,1800
7401556,7401556,3,
7401557,7401557,3,
7401558,7401558,3,
7401559,7401559,2,1800
7401560,7401560,2,600
7401563,7401563,2,300
7401564,7401564,2,360
7401567,7401567,2,600
7401568,7401568,2,420
7401569,7401569,2,600
7401570,7401570,2,600
7401573,7401573,2,600
7401578,7401578,2,360
7401579,7401579,2,240
7401581,7401581,2,600
7401582,7401582,2,300
7401583,7401583,2,300
7401584,7401584,2,600
7401586,7401586,2,600
7401587,7401587,2,600
7401589,7401589,2,
7401590,7401590,2,300
7401591,7401591,2,300
7401600,7401600,2,300
7401601,7401601,2,300
7401602,7401602,2,600
7401604,7401604,2,240
7401605,7401605,3,
7401606,7401606,3,
7401607,7401607,3,
7401608,7401608,3,
7402953,7402953,3,
7403737,7403737,3,
7404001,7404001,3,
7404003,7404003,3,
7404005,7404005,3,
7404008,7404008,3,
7404009,7404009,3,
7404011,7404011,3,
7404012,7404012,3,
7404013,7404013,2,
7404017,7404017,3,
7404019,7404019,3,
7404021,7404021,3,
7404023,7404023,3,
7404027,7404027,3,
7404029,7404029,2,180
7404030,7404030,2,
7404033,7404033,2,300
7404040,7404040,3,
7404041,7404041,3,
7404044,7404044,2,
7404046,7404046,2,300
7404047,7404047,2,
7404048,7404048,2,
7404050,7404050,2,
7404051,7404051,3,
7404054,7404054,3,
7404055,7404055,3,
7404056,7404056,3,
7404057,7404057,3,
7404058,7404058,3,
7404060,7404060,3,
7404061,7404061,2,
7404064,7404064,3,
7404065,7404065,2,180
7404066,7404066,2,
7404067,7404067,2,
7404071,7404071,3,
7404075,7404075,3,
7404076,7404076,3,
7404077,7404077,2,180
7404078,7404078,3,
7404079,7404079,3,
7404083,7404083,2,180
7404086,7404086,2,180
7404087,7404087,3,
7404089,7404089,2,180
7404090,7404090,3,
7404092,7404092,3,
7404093,7404093,3,
7404094,7404094,3,
7404096,7404096,3,
7404108,7404108,3,
7404112,7404112,3,
7404114,7404114,3,
7404115,7404115,3,
7404116,7404116,3,
7404117,7404117,3,
7404118,7404118,3,
7404119,7404119,3,
7404120,7404120,3,
7404121,7404121,3,
7404128,7404128,3,
7404130,7404130,3,
7404137,7404137,3,
7404144,7404144,3,
7404146,7404146,3,
7404151,7404151,3,
7404153,7404153,3,
7404154,7404154,3,
7404156,7404156,3,
7404157,7404157,3,
7404159,7404159,2,120
7404166,7404166,3,
7404167,7404167,3,
7404177,7404177,2,
7404178,7404178,3,
7404180,7404180,3,
7404181,7404181,2,
7404182,7404182,2,300
7404183,7404183,2,300
7404185,7404185,3,
7404188,7404188,3,
7404189,7404189,3,
7404190,7404190,3,
7404191,7404191,3,
7404192,7404192,3,
7404197,7404197,2,300
7404199,7404199,3,
7404201,7404201,3,
7404202,7404202,3,
7404211,7404211,3,
7404212,7404212,3,
7404213,7404213,2,300
7404214,7404214,3,
7404215,7404215,3,
7404216,7404216,2,300
7404218,7404218,2,300
7404220,7404220,2,300
7404221,7404221,3,
7404223,7404223,3,
7404224,7404224,2,300
7404225,7404225,3,
7404227,7404227,2,300
7404228,7404228,2,300
7404229,7404229,3,
7404230,7404230,3,
7404232,7404232,3,
7404234,7404234,2,180
7404235,7404235,3,
7404236,7404236,3,
7404237,7404237,3,
7404239,7404239,3,
7404240,7404240,3,
7404242,7404242,3,
7404243,7404243,3,
7404244,7404244,3,
7404245,7404245,3,
7404246,7404246,3,
7404247,7404247,2,
7404248,7404248,3,
7404255,7404255,3,
7404256,7404256,3,
7404258,7404258,3,
7404259,7404259,3,
7404260,7404260,3,
7404261,7404261,3,
7404262,7404262,3,
7404263,7404263,3,
7404266,7404266,3,
7404268,7404268,3,
7404269,7404269,3,
7404270,7404270,3,
7404271,7404271,3,
7404274,7404274,2,180
7404277,7404277,2,
7404293,7404293,3,
7404296,7404296,3,
7404298,7404298,3,
7404299,7404299,3,
7404302,7404302,3,
7404303,7404303,3,
7404304,7404304,2,
7404306,7404306,3,
7404308,7404308,3,
7404309,7404309,3,
7404310,7404310,3,
7404311,7404311,3,
7404313,7404313,3,
7404314,7404314,3,
7404316,7404316,3,
7404317,7404317,3,
7404318,7404318,3,
7404319,7404319,3,
7404320,7404320,3,
7404321,7404321,3,
7404323,7404323,3,
7404324,7404324,3,
7404326,7404326,3,
7404327,7404327,3,
7404328,7404328,3,
7404330,7404330,3,
7404332,7404332,3,
7404334,7404334,3,
7404335,7404335,3,
7404339,7404339,3,
7404340,7404340,3,
7404343,7404343,3,
7404344,7404344,3,
7404345,7404345,2,180
7404348,7404348,3,
7404352,7404352,3,
7404357,7404357,3,
7404358,7404358,3,
7404361,7404361,3,
7404363,7404363,3,
7404365,7404365,3,
7404383,7404383,2,480
7404386,7404386,3,
7404402,7404402,3,
7404406,7404406,3,
7404409,7404409,3,
7404414,7404414,3,
7404421,7404421,2,300
7404447,7404447,3,
7404450,7404450,3,
7404451,7404451,3,
7404456,7404456,3,
7404460,7404460,3,
7405882,7405882,3,
7406000,7406000,3,
7406002,7406002,3,
7406003,7406003,3,
7406004,7406004,3,
7406005,7406005,3,
7406006,7406006,3,
7406007,7406007,3,
7406008,7406008,3,
7406009,7406009,3,
7406010,7406010,3,
7406011,7406011,3,
7406012,7406012,3,
7406013,7406013,3,
7406014,7406014,3,
7406015,7406015,3,
7406016,7406016,3,
7406017,7406017,3,
7406018,7406018,3,
7406019,7406019,3,
7406020,7406020,3,
7406021,7406021,3,
7406022,7406022,3,
7406023,7406023,3,
7406024,7406024,3,
7406025,7406025,3,
7406026,7406026,3,
7406027,7406027,3,
7406028,7406028,3,
7406029,7406029,3,
7406030,7406030,3,
7406031,7406031,3,
7406032,7406032,3,
7406033,7406033,3,
7406034,7406034,2,
7406035,7406035,3,
7406036,7406036,3,
7406037,7406037,3,
7406038,7406038,3,
7406039,7406039,3,
7406040,7406040,3,
7406041,7406041,3,
7406042,7406042,3,
7406043,7406043,3,
7406044,7406044,3,
7406045,7406045,2,300
7406046,7406046,3,
7406047,7406047,3,
7406048,7406048,2,300
7406049,7406049,2,300
7406050,7406050,3,
7406051,7406051,3,
7406052,7406052,3,
7406053,7406053,3,
7406054,7406054,3,
7406055,7406055,3,
7406056,7406056,3,
7406057,7406057,3,
7406058,7406058,3,
7406059,7406059,3,
7406060,7406060,3,
7406061,7406061,3,
7406062,7406062,3,
7406063,7406063,3,
7406064,7406064,3,
7406065,7406065,3,
7406066,7406066,3,
7406067,7406067,3,
7406068,7406068,3,
7406069,7406069,3,
7406070,7406070,3,
7406071,7406071,3,
7406072,7406072,3,
7406073,7406073,3,
7406074,7406074,3,
7406075,7406075,3,
7406076,7406076,3,
7406077,7406077,3,
7406078,7406078,3,
7406079,7406079,3,
7406080,7406080,3,
7406081,7406081,3,
7406082,7406082,3,
7406084,7406084,3,
7406085,7406085,3,
7406086,7406086,3,
7406088,7406088,3,
7406089,7406089,3,
7406090,7406090,3,
7406091,7406091,3,
7406092,7406092,3,
7406093,7406093,3,
7406094,7406094,3,
7406095,7406095,3,
7406096,7406096,3,
7406097,7406097,3,
7406098,7406098,3,
7406099,7406099,3,
7406100,7406100,3,
7406101,7406101,3,
7406102,7406102,3,
7406103,7406103,3,
7406104,7406104,3,
7406106,7406106,3,
7406107,7406107,2,
7406108,7406108,3,
7406109,7406109,3,
7406110,7406110,3,
7406111,7406111,3,
7406112,7406112,3,
7406114,7406114,3,
7406115,7406115,3,
7406116,7406116,3,
7406117,7406117,3,
7406118,7406118,3,
7406119,7406119,3,
7406120,7406120,3,
7406121,7406121,3,
7406122,7406122,3,
7406123,7406123,3,
7406124,7406124,3,
7406125,7406125,3,
7406126,7406126,3,
7406127,7406127,3,
7406128,7406128,3,
7406129,7406129,3,
7406130,7406130,3,
7406131,7406131,3,
7406133,7406133,3,
7406134,7406134,3,
7406135,7406135,3,
7406136,7406136,3,
7406137,7406137,3,
7406138,7406138,3,
7406139,7406139,3,
7406140,7406140,3,
7406141,7406141,3,
7406142,7406142,3,
7406143,7406143,3,
7406144,7406144,3,
7406145,7406145,3,
7406146,7406146,3,
7406147,7406147,3,
7406148,7406148,3,
7406149,7406149,3,
7406150,7406150,3,
7406151,7406151,3,
7406152,7406152,3,
7406153,7406153,3,
7406154,7406154,3,
7406155,7406155,3,
7406156,7406156,3,
7406157,7406157,3,
7406158,7406158,3,
7406159,7406159,3,
7406160,7406160,3,
7406161,7406161,3,
7406163,7406163,3,
7406164,7406164,3,
7406165,7406165,3,
7406167,7406167,3,
7406168,7406168,2,
7406169,7406169,2,300
7406170,7406170,3,
7406172,7406172,2,300
7406173,7406173,3,
7406174,7406174,3,
7406175,7406175,3,
7406176,7406176,3,
7406178,7406178,3,
7406179,7406179,3,
7406180,7406180,3,
7406181,7406181,3,
7406182,7406182,3,
7406183,7406183,3,
7406184,7406184,2,240
7406185,7406185,3,
7406187,7406187,3,
7406188,7406188,3,
7406190,7406190,3,
7406191,7406191,2,300
7406192,7406192,3,
7406193,7406193,3,
7406194,7406194,3,
7406196,7406196,3,
7406197,7406197,3,
7406198,7406198,3,
7406199,7406199,3,
7406201,7406201,3,
7406202,7406202,3,
7406203,7406203,3,
7406204,7406204,3,
7406205,7406205,3,
7406207,7406207,3,
7406208,7406208,3,
7406209,7406209,2,300
7406210,7406210,3,
7406211,7406211,3,
7406212,7406212,3,
7406213,7406213,3,
7406214,7406214,3,
7406215,7406215,3,
7406217,7406217,2,240
7406218,7406218,3,
7406219,7406219,2,300
7406220,7406220,3,
7406221,7406221,3,
7406222,7406222,3,
7406223,7406223,2,300
7406224,7406224,3,
7406225,7406225,3,
7406227,7406227,3,
7406228,7406228,3,
7406230,7406230,3,
7406232,7406232,3,
7406234,7406234,3,
7406235,7406235,3,
7406236,7406236,3,
7406237,7406237,3,
7406238,7406238,3,
7406239,7406239,3,
7406240,7406240,3,
7406241,7406241,3,
7406242,7406242,3,
7406243,7406243,3,
7406244,7406244,3,
7406245,7406245,3,
7406246,7406246,3,
7406247,7406247,3,
7406248,7406248,3,
7406249,7406249,3,
7406250,7406250,3,
7406252,7406252,3,
7406253,7406253,3,
7406255,7406255,3,
7406256,7406256,3,
7406258,7406258,3,
7406259,7406259,3,
7406260,7406260,3,
7406261,7406261,3,
7406262,7406262,3,
7406264,7406264,3,
7406265,7406265,3,
7406266,7406266,3,
7406268,7406268,3,
7406269,7406269,3,
7406276,7406276,3,
7406277,7406277,3,
7406283,7406283,3,
7406286,7406286,3,
7406291,7406291,3,
7406293,7406293,3,
7406294,7406294,3,
7406295,7406295,3,
7406297,7406297,3,
7406298,7406298,3,
7406299,7406299,3,
7406300,7406300,3,
7406301,7406301,3,
7406302,7406302,3,
7406303,7406303,3,
7406304,7406304,3,
7406305,7406305,3,
7406306,7406306,3,
7406307,7406307,3,
7406308,7406308,3,
7406309,7406309,3,
7406310,7406310,3,
7406311,7406311,3,
7406312,7406312,3,
7406313,7406313,3,
7406314,7406314,3,
7406315,7406315,3,
7406316,7406316,3,
7406318,7406318,3,
7406319,7406319,3,
7406320,7406320,3,
7406321,7406321,3,
7406322,7406322,3,
7406324,7406324,3,
7406325,7406325,3,
7406326,7406326,3,
7406327,7406327,3,
7406328,7406328,3,
7406329,7406329,3,
7406331,7406331,3,
7406332,7406332,3,
7406333,7406333,3,
7406334,7406334,3,
7406335,7406335,3,
7406336,7406336,3,
7406337,7406337,3,
7406338,7406338,3,
7406339,7406339,3,
7406340,7406340,3,
7406341,7406341,3,
7406342,7406342,3,
7406343,7406343,3,
7406344,7406344,3,
7406345,7406345,3,
7406346,7406346,3,
7406347,7406347,3,
7406348,7406348,3,
7406349,7406349,3,
7406350,7406350,3,
7406351,7406351,3,
7406352,7406352,3,
7406353,7406353,3,
7406354,7406354,3,
7406355,7406355,3,
7406356,7406356,3,
7406358,7406358,3,
7406359,7406359,3,
7406360,7406360,3,
7406361,7406361,3,
7406362,7406362,3,
7406363,7406363,3,
7406364,7406364,3,
7406365,7406365,3,
7406366,7406366,3,
7406367,7406367,3,
7406368,7406368,3,
7406369,7406369,3,
7406370,7406370,3,
7406372,7406372,3,
7406373,7406373,3,
7406374,7406374,3,
7406375,7406375,3,
7406376,7406376,3,
7406377,7406377,3,
7406378,7406378,3,
7406379,7406379,3,
7406380,7406380,3,
7406381,7406381,3,
7406382,7406382,3,
7406383,7406383,3,
7406384,7406384,3,
7406385,7406385,3,
7406386,7406386,3,
7406387,7406387,3,
7406388,7406388,2,180
7406389,7406389,3,
7406390,7406390,3,
7406391,7406391,3,
7406392,7406392,3,
7406393,7406393,3,
7406394,7406394,3,
7406395,7406395,3,
7406396,7406396,3,
7406397,7406397,3,
7406399,7406399,3,
7406400,7406400,3,
7406401,7406401,2,
7406402,7406402,3,
7406403,7406403,3,
7406404,7406404,3,
7406405,7406405,3,
7406406,7406406,3,
7406407,7406407,3,
7406408,7406408,3,
7406409,7406409,3,
7406410,7406410,3,
7406411,7406411,3,
7406412,7406412,3,
7406413,7406413,3,
7406414,7406414,3,
7406415,7406415,3,
7406416,7406416,3,
7406417,7406417,3,
7406418,7406418,3,
7406419,7406419,3,
7406420,7406420,3,
7406421,7406421,3,
7406422,7406422,3,
7406423,7406423,3,
7406424,7406424,3,
7406425,7406425,3,
7406426,7406426,2,300
7406427,7406427,3,
7406428,7406428,3,
7406429,7406429,3,
7406430,7406430,3,
7406431,7406431,3,
7406433,7406433,3,
7406434,7406434,3,
7406435,7406435,3,
7406436,7406436,3,
7406437,7406437,3,
7406438,7406438,3,
7406440,7406440,3,
7406442,7406442,3,
7406443,7406443,3,
7406444,7406444,3,
7406445,7406445,3,
7406446,7406446,3,
7406448,7406448,3,
7406459,7406459,3,
7406460,7406460,3,
7406461,7406461,3,
7406463,7406463,3,
7406464,7406464,3,
7406466,7406466,3,
7406469,7406469,3,
7406471,7406471,3,
7406472,7406472,3,
7406473,7406473,3,
7406475,7406475,3,
7406476,7406476,3,
7406477,7406477,3,
7406478,7406478,3,
7406479,7406479,3,
7406480,7406480,3,
7406482,7406482,3,
7406483,7406483,3,
7406484,7406484,3,
7406485,7406485,3,
7406486,7406486,3,
7406487,7406487,3,
7406488,7406488,3,
7406489,7406489,3,
7406490,7406490,3,
7406491,7406491,3,
7406493,7406493,3,
7406494,7406494,3,
7406496,7406496,3,
7406497,7406497,3,
7406498,7406498,3,
7406499,7406499,3,
7406500,7406500,3,
7406501,7406501,3,
7406502,7406502,3,
7406503,7406503,3,
7406504,7406504,3,
7406505,7406505,3,
7406506,7406506,3,
7406507,7406507,2,300
7406509,7406509,3,
7406511,7406511,3,
7406512,7406512,3,
7406513,7406513,3,
7406514,7406514,3,
7406516,7406516,3,
7406517,7406517,3,
7406518,7406518,3,
7406519,7406519,3,
7406520,7406520,3,
7406521,7406521,3,
7406522,7406522,3,
7406523,7406523,3,
7406524,7406524,3,
7406527,7406527,3,
7406528,7406528,3,
7406530,7406530,3,
7406532,7406532,2,300
7406533,7406533,3,
7406534,7406534,3,
7406535,7406535,3,
7406536,7406536,3,
7406537,7406537,3,
7406538,7406538,3,
7406539,7406539,3,
7406541,7406541,3,
7406543,7406543,3,
7406545,7406545,3,
7406548,7406548,3,
7406549,7406549,3,
7406551,7406551,3,
7406552,7406552,3,
7406554,7406554,3,
7406557,7406557,3,
7406560,7406560,3,
7406561,7406561,3,
7406562,7406562,3,
7406563,7406563,3,
7406568,7406568,3,
7406569,7406569,3,
7406570,7406570,3,
7406571,7406571,3,
7406572,7406572,3,
7406573,7406573,3,
7406574,7406574,3,
7406578,7406578,2,
7406579,7406579,3,
7406581,7406581,3,
7406583,7406583,3,
7406584,7406584,3,
7406585,7406585,3,
7406587,7406587,3,
7406588,7406588,3,
7406589,7406589,3,
7406590,7406590,3,
7406591,7406591,3,
7406592,7406592,3,
7406596,7406596,3,
7406598,7406598,3,
7406601,7406601,3,
7406602,7406602,3,
7406603,7406603,3,
7406604,7406604,3,
7406606,7406606,3,
7406607,7406607,3,
7406609,7406609,3,
7406611,7406611,3,
7406614,7406614,3,
7406616,7406616,3,
7406617,7406617,3,
7406618,7406618,3,
7406619,7406619,3,
7406622,7406622,3,
7406624,7406624,3,
7406628,7406628,3,
7406629,7406629,3,
7406632,7406632,3,
7406633,7406633,3,
7406635,7406635,2,
7406636,7406636,3,
7406638,7406638,3,
7406639,7406639,3,
7406642,7406642,3,
7406643,7406643,3,
7406645,7406645,3,
7406646,7406646,3,
7406648,7406648,3,
7406650,7406650,3,
7406651,7406651,3,
7406652,7406652,3,
7406654,7406654,3,
7406657,7406657,3,
7406658,7406658,3,
7406660,7406660,3,
7406661,7406661,3,
7406663,7406663,3,
7406664,7406664,3,
7406665,7406665,3,
7406667,7406667,3,
7406668,7406668,3,
7406671,7406671,3,
7406672,7406672,3,
7406675,7406675,3,
7406676,7406676,3,
7406677,7406677,3,
7406680,7406680,3,
7406681,7406681,3,
7406682,7406682,3,
7406687,7406687,3,
7406698,7406698,3,
7406699,7406699,3,
7406700,7406700,3,
7406701,7406701,3,
7406702,7406702,3,
7406703,7406703,3,
7406704,7406704,3,
7406705,7406705,3,
7406706,7406706,3,
7406707,7406707,3,
7406708,7406708,3,
7406709,7406709,3,
7406710,7406710,3,
7406711,7406711,3,
7406712,7406712,3,
7406713,7406713,3,
7406714,7406714,3,
7406715,7406715,3,
7406716,7406716,3,
7406717,7406717,3,
7406718,7406718,3,
7406720,7406720,3,
7406721,7406721,3,
7406722,7406722,3,
7406723,7406723,3,
7406724,7406724,3,
7406725,7406725,3,
7406727,7406727,3,
7406728,7406728,3,
7406729,7406729,3,
7406730,7406730,2,300
7406731,7406731,3,
7406732,7406732,3,
7406733,7406733,3,
7406734,7406734,2,480
7406735,7406735,3,
7406737,7406737,3,
7406738,7406738,3,
7406739,7406739,3,
7406740,7406740,3,
7406741,7406741,3,
7406742,7406742,3,
7406743,7406743,3,
7406744,7406744,3,
7406745,7406745,3,
7406747,7406747,3,
7406748,7406748,3,
7406749,7406749,3,
7406750,7406750,3,
7406751,7406751,3,
7406752,7406752,3,
7406753,7406753,3,
7406754,7406754,3,
7406755,7406755,3,
7406756,7406756,3,
